OTU_ID,SuperKingdom,Phylum,Class,Order,Family,Genus,Species
OTU1964,Eukaryota,Rhodophyta,Florideophyceae,,,,
OTU1965,Eukaryota,,,,,,
OTU1966,Eukaryota,,,,,,
OTU1967,Eukaryota,,,,,,
OTU1968,Eukaryota,,,,,,
OTU1969,Eukaryota,,,,,,
OTU197,Eukaryota,,,,,,
OTU1970,Eukaryota,,,,,,
OTU1971,Eukaryota,Annelida,Clitellata,,,,
OTU1972,Eukaryota,,,,,,
OTU1973,Eukaryota,,,,,,
OTU1974,Eukaryota,Oomycota,,,,,
OTU1975,Eukaryota,,,,,,
OTU1976,Eukaryota,,,,,,
OTU1977,Eukaryota,,,,,,
OTU1978,Eukaryota,,,,,,
OTU1979,Eukaryota,,,,,,
OTU198,Eukaryota,,,,,,
OTU1980,Eukaryota,,,,,,
OTU1981,Eukaryota,,,,,,
OTU1982,Eukaryota,Discosea,,Longamoebia,Acanthamoebidae,Acanthamoeba,Acanthamoeba_castellanii
OTU1983,Eukaryota,,,,,,
OTU1984,Eukaryota,,,,,,
OTU1985,Eukaryota,,,,,,
OTU1986,Eukaryota,Oomycota,,Pythiales,Pythiaceae,,
OTU1987,Eukaryota,,,,,,
OTU1988,Eukaryota,Arthropoda,Insecta,Hemiptera,Aphididae,Coloradoa,Coloradoa rufomaculata
OTU1989,Eukaryota,,,,,,
OTU199,Eukaryota,,,,,,
OTU1990,Eukaryota,,,,,,
OTU1991,Eukaryota,,,,,,
OTU1992,Eukaryota,,,,,,
OTU1993,Eukaryota,,Phaeophyceae,,,,
OTU1994,Eukaryota,,,,,,
OTU1995,Eukaryota,,,,,,
OTU1996,Eukaryota,,,,,,
OTU1997,Eukaryota,,,,,,
OTU1998,Eukaryota,Rotifera,Eurotatoria,,,,
OTU1999,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,
OTU2,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,,
OTU20,Eukaryota,,,,,,
OTU200,Eukaryota,,Eustigmatophyceae,,,,
OTU2000,Eukaryota,Rhodophyta,Florideophyceae,,,,
OTU2001,Eukaryota,,,,,,
OTU2002,Eukaryota,,,,,,
OTU2003,Eukaryota,,,,,,
OTU2004,Eukaryota,,,,,,
OTU2005,Eukaryota,,,,,,
OTU2006,Eukaryota,,,,,,
OTU2007,Eukaryota,,,,,,
OTU2008,Eukaryota,,,,,,
OTU2009,Eukaryota,,,,,,
OTU201,Eukaryota,,,,,,
OTU2010,Eukaryota,,,,,,
OTU2011,Eukaryota,,,,,,
OTU2012,Eukaryota,,,,,,
OTU2013,Eukaryota,,,,,,
OTU2014,Eukaryota,Streptophyta,Magnoliopsida,,,,
OTU2015,Eukaryota,,,,,,
OTU2016,Eukaryota,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloropicon,Chloropicon laureae
OTU2017,Eukaryota,,,,,,
OTU2018,Eukaryota,,,,,,
OTU2019,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,
OTU202,Eukaryota,,,,,,
OTU2020,Eukaryota,,,,,,
OTU2021,Eukaryota,,,,,,
OTU2022,Eukaryota,,,,,,
OTU2023,Eukaryota,Basidiomycota,Agaricomycetes,,,,
OTU2024,Eukaryota,,,,,,
OTU2025,Eukaryota,,,,,,
OTU2026,Eukaryota,Oomycota,,,,,
OTU2027,Eukaryota,,,,,,
OTU2028,Eukaryota,,,,,,
OTU2029,Eukaryota,,,,,,
OTU203,Eukaryota,,,,,,
OTU2030,Eukaryota,,,,,,
OTU2031,Eukaryota,,,,,,
OTU2032,Eukaryota,,,,,,
OTU2033,Eukaryota,,,,,,
OTU2034,Eukaryota,,,,,,
OTU2035,Eukaryota,,,,,,
OTU2036,Eukaryota,,,,,,
OTU2037,Eukaryota,,,,,,
OTU2038,Eukaryota,Chordata,,,,,
OTU2039,Eukaryota,,,,,,
OTU204,Eukaryota,,,,,,
OTU2040,Eukaryota,,,,,,
OTU2041,Eukaryota,,,,,,
OTU2042,Eukaryota,,,,,,
OTU2043,Eukaryota,,,,,,
OTU2044,Eukaryota,,,,,,
OTU2045,Eukaryota,,,,,,
OTU2046,Eukaryota,,,,,,
OTU2047,Eukaryota,,,,,,
OTU2048,Eukaryota,,,,,,
OTU2049,Eukaryota,,,,,,
OTU205,Eukaryota,,,,,,
OTU2050,Eukaryota,,,,,,
OTU2051,Eukaryota,,,,,,
OTU2052,Eukaryota,,,,,,
OTU2053,Eukaryota,,,,,,
OTU2054,Eukaryota,,,,,,
OTU2055,Eukaryota,,,,,,
OTU2056,Eukaryota,,,,,,
OTU2057,Eukaryota,,,,,,
OTU2058,Eukaryota,,,,,,
OTU2059,Eukaryota,,,,,,
OTU206,Eukaryota,,,,,,
OTU2060,Eukaryota,,,,,,
OTU2061,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia alba
OTU2062,Eukaryota,,,,,,
OTU2063,Eukaryota,,,,,,
OTU2064,Eukaryota,,,,,,
OTU2065,Eukaryota,,,,,,
OTU2066,Eukaryota,,,,,,
OTU2067,Eukaryota,,,,,,
OTU2068,Eukaryota,,,,,,
OTU2069,Eukaryota,Oomycota,,Saprolegniales,Saprolegniaceae,,
OTU207,Eukaryota,,,,,,
OTU2070,Eukaryota,,,,,,
OTU2071,Eukaryota,,,,,,
OTU2072,Eukaryota,,,,,,
OTU2073,Eukaryota,,,,,,
OTU2074,Eukaryota,,,,,,
OTU2075,Eukaryota,,,,,,
OTU2076,Eukaryota,,,,,,
OTU2077,Eukaryota,,,,,,
OTU2078,Eukaryota,,,,,,
OTU2079,Eukaryota,,,,,,
OTU208,Eukaryota,,,,,,
OTU2080,Eukaryota,,,,,,
OTU2081,Eukaryota,,,,,,
OTU2082,Eukaryota,,,,,,
OTU2083,Eukaryota,,,,,,
OTU2084,Eukaryota,,,,,,
OTU2085,Eukaryota,,,,,,
OTU2086,Eukaryota,,,,,,
OTU2087,Eukaryota,,,,,,
OTU2088,Eukaryota,,,,,,
OTU2089,Eukaryota,,,,,,
OTU209,Eukaryota,,,,,,
OTU2090,Eukaryota,,,,,,
OTU2091,Eukaryota,,,,,,
OTU2092,Eukaryota,,,,,,
OTU2093,Eukaryota,,,,,,
OTU2094,Eukaryota,,,,,,
OTU2095,Eukaryota,,,,,,
OTU2096,Eukaryota,,,,,,
OTU2097,Eukaryota,,,,,,
OTU2098,Eukaryota,,,,,,
OTU2099,Eukaryota,,,,,,
OTU21,Eukaryota,,,,,,
OTU210,Eukaryota,,,,,,
OTU2100,Eukaryota,,,,,,
OTU2101,Eukaryota,,,,,,
OTU2102,Eukaryota,,,,,,
OTU2103,Eukaryota,Oomycota,,Pythiales,Pythiaceae,Pythium,
OTU2104,Eukaryota,,,,,,
OTU2105,Eukaryota,,,,,,
OTU2106,Eukaryota,Arthropoda,,,,,
OTU2107,Eukaryota,,,,,,
OTU2108,Eukaryota,,,,,,
OTU2109,Eukaryota,Oomycota,,Pythiales,Pythiaceae,Pythium,
OTU211,Eukaryota,Oomycota,,Pythiales,Pythiaceae,Pythium,
OTU2110,Eukaryota,,,,,,
OTU2111,Eukaryota,Mollusca,Gastropoda,,,,
OTU2112,Eukaryota,,,,,,
OTU2113,Eukaryota,Arthropoda,Collembola,Poduromorpha,,,
OTU2114,Eukaryota,,,,,,
OTU2115,Eukaryota,,,,,,
OTU2116,Eukaryota,,,,,,
OTU2117,Eukaryota,Oomycota,,,,,
OTU2118,Eukaryota,,,,,,
OTU2119,Eukaryota,,,,,,
OTU212,Eukaryota,,,,,,
OTU2120,Eukaryota,Oomycota,,Pythiales,Pythiaceae,Pythium,
OTU2121,Eukaryota,,,,,,
OTU2122,Eukaryota,,,,,,
OTU2123,Eukaryota,,,,,,
OTU2124,Eukaryota,,,,,,
OTU2125,Eukaryota,,,,,,
OTU2126,Eukaryota,,,,,,
OTU2127,Eukaryota,,,,,,
OTU2128,Eukaryota,,,,,,
OTU2129,Eukaryota,,,,,,
OTU213,Eukaryota,Oomycota,,,,,
OTU2130,Eukaryota,,,,,,
OTU2131,Eukaryota,,,,,,
OTU2132,Eukaryota,,,,,,
OTU2133,Eukaryota,,,,,,
OTU2134,Eukaryota,,,,,,
OTU2135,Eukaryota,Oomycota,,,,,
OTU2136,Eukaryota,Arthropoda,Insecta,Diptera,Psychodidae,Clogmia,Clogmia albipunctata
OTU2137,Eukaryota,,,,,,
OTU2138,Eukaryota,,,,,,
OTU2139,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,Hydra vulgaris
OTU214,Eukaryota,,,,,,
OTU2140,Eukaryota,,,,,,
OTU2141,Eukaryota,,,,,,
OTU2142,Eukaryota,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloropicon,Chloropicon sieburthii
OTU2143,Eukaryota,Chordata,,,,,
OTU2144,Eukaryota,,,,,,
OTU2145,Eukaryota,,,,,,
OTU2146,Eukaryota,,,,,,
OTU2147,Eukaryota,,,,,,
OTU2148,Eukaryota,,,,,,
OTU2149,Eukaryota,,,,,,
OTU215,Eukaryota,,,,,,
OTU2150,Eukaryota,,,,,,
OTU2151,Eukaryota,Discosea,,,,,
OTU2152,Eukaryota,,,,,,
OTU2153,Eukaryota,,,,,,
OTU2154,Eukaryota,,,,,,
OTU2155,Eukaryota,Oomycota,,,,,
OTU2156,Eukaryota,,,,,,
OTU2157,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Systomus,
OTU2158,Eukaryota,,,,,,
OTU2159,Eukaryota,,,,,,
OTU216,Eukaryota,,,,,,
OTU2160,Eukaryota,,,,,,
OTU2161,Eukaryota,,,,,,
OTU2162,Eukaryota,,,,,,
OTU2163,Eukaryota,,,,,,
OTU2164,Eukaryota,,,,,,
OTU2165,Eukaryota,,,,,,
OTU2166,Eukaryota,,,,,,
OTU2167,Eukaryota,,,,,,
OTU2168,Eukaryota,,,,,,
OTU2169,Eukaryota,,,,,,
OTU217,Eukaryota,,,,,,
OTU2170,Eukaryota,,,,,,
OTU2171,Eukaryota,,,,,,
OTU2172,Eukaryota,,,,,,
OTU2173,Eukaryota,,,,,,
OTU2174,Eukaryota,,,,,,
OTU2175,Eukaryota,,,,,,
OTU2176,Eukaryota,,,,,,
OTU2177,Eukaryota,,,,,,
OTU2178,Eukaryota,,,,,,
OTU2179,Eukaryota,,,,,,
OTU218,Eukaryota,,,,,,
OTU2180,Eukaryota,,,,,,
OTU2181,Eukaryota,,Xanthophyceae,Botrydiales,Botrydiaceae,Botrydium,Botrydium_granulatum
OTU2182,Eukaryota,,,,,,
OTU2183,Eukaryota,,,,,,
OTU2184,Eukaryota,,,,,,
OTU2185,Eukaryota,,,,,,
OTU2186,Eukaryota,,,,,,
OTU2187,Eukaryota,,,,,,
OTU2188,Eukaryota,,,,,,
OTU2189,Eukaryota,,,,,,
OTU219,Eukaryota,,,,,,
OTU2190,Eukaryota,,,,,,
OTU2191,Eukaryota,,,,,,
OTU2192,Eukaryota,,,,,,
OTU2193,Eukaryota,,,,,,
OTU2194,Eukaryota,,,,,,
OTU2195,Eukaryota,,,,,,
OTU2196,Eukaryota,,,,,,
OTU2197,Eukaryota,,,,,,
OTU2198,Eukaryota,,,,,,
OTU2199,Eukaryota,,,,,,
OTU22,Eukaryota,,,,,,
OTU220,Eukaryota,,,,,,
OTU2200,Eukaryota,,,,,,
OTU2201,Eukaryota,,,,,,
OTU2202,Eukaryota,,,,,,
OTU2203,Eukaryota,,,,,,
OTU2204,Eukaryota,,,,,,
OTU2205,Eukaryota,,,,,,
OTU2206,Eukaryota,,,,,,
OTU2207,Eukaryota,,,,,,
OTU2208,Eukaryota,,,,,,
OTU2209,Eukaryota,Oomycota,,Pythiales,Pythiaceae,Pythium,
OTU221,Eukaryota,,,,,,
OTU2210,Eukaryota,,,,,,
OTU2211,Eukaryota,,,,,,
OTU2212,Eukaryota,,,,,,
OTU2213,Eukaryota,,,,,,
OTU2214,Eukaryota,,,,,,
OTU2215,Eukaryota,,,,,,
OTU2216,Eukaryota,,,,,,
OTU2217,Eukaryota,,,,,,
OTU2218,Eukaryota,,,,,,
OTU2219,Eukaryota,,,,,,
OTU222,Eukaryota,,,,,,
OTU2220,Eukaryota,,,,,,
OTU2221,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia palea
OTU2222,Eukaryota,,,,,,
OTU2223,Eukaryota,,,,,,
OTU2224,Eukaryota,,,,,,
OTU2225,Eukaryota,,,,,,
OTU2226,Eukaryota,,,,,,
OTU2227,Eukaryota,,,,,,
OTU2228,Eukaryota,Discosea,Himatismenida,,Cochliopodiidae,Ovalopodium,Ovalopodium_rosalinum
OTU2229,Eukaryota,,,,,,
OTU223,Eukaryota,,,,,,
OTU2230,Eukaryota,,,,,,
OTU2231,Eukaryota,,,,,,
OTU2232,Eukaryota,,,,,,
OTU2233,Eukaryota,,,,,,
OTU2234,Eukaryota,,,,,,
OTU2235,Eukaryota,,,,,,
OTU2236,Eukaryota,,,,,,
OTU2237,Eukaryota,,,,,,
OTU2238,Eukaryota,,,,,,
OTU2239,Eukaryota,,,,,,
OTU224,Eukaryota,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus clarus
OTU2240,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,,,
OTU2241,Eukaryota,,,,,,
OTU2242,Eukaryota,Gastrotricha,,Chaetonotida,Chaetonotidae,Chaetonotus,
OTU2243,Eukaryota,,,,,,
OTU2244,Eukaryota,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia furfur
OTU2245,Eukaryota,,,,,,
OTU2246,Eukaryota,,,,,,
OTU2247,Eukaryota,,,,,,
OTU2248,Eukaryota,Oomycota,,,,,
OTU2249,Eukaryota,,,,,,
OTU225,Eukaryota,,,,,,
OTU2250,Eukaryota,,,,,,
OTU2251,Eukaryota,,,,,,
OTU2252,Eukaryota,,,,,,
OTU2253,Eukaryota,Arthropoda,Insecta,Diptera,Muscidae,Fraserella,Fraserella altivolans
OTU2254,Eukaryota,Arthropoda,Insecta,,,,
OTU2255,Eukaryota,,,,,,
OTU2256,Eukaryota,,,,,,
OTU2257,Eukaryota,,,,,,
OTU2258,Eukaryota,,,,,,
OTU2259,Eukaryota,,,,,,
OTU226,Eukaryota,Rhodophyta,Florideophyceae,,,,
OTU2260,Eukaryota,,,,,,
OTU2261,Eukaryota,,,,,,
OTU2262,Eukaryota,Oomycota,,Peronosporales,Peronosporaceae,Phytophthora,
OTU2263,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas commoda
OTU2264,Eukaryota,,,,,,
OTU2265,Eukaryota,,,,,,
OTU2266,Eukaryota,,,,,,
OTU2267,Eukaryota,,,,,,
OTU2268,Eukaryota,,,,,,
OTU2269,Eukaryota,,,,,,
OTU227,Eukaryota,,,,,,
OTU2270,Eukaryota,,,,,,
OTU2271,Eukaryota,,,,,,
OTU2272,Eukaryota,,,,,,
OTU2273,Eukaryota,,,,,,
OTU2274,Eukaryota,,,,,,
OTU2275,Eukaryota,,,,,,
OTU2276,Eukaryota,,,,,,
OTU2277,Eukaryota,,,,,,
OTU2278,Eukaryota,,,,,,
OTU2279,Eukaryota,,,,,,
OTU228,Eukaryota,,,,,,
OTU2280,Eukaryota,,,,,,
OTU2281,Eukaryota,,,,,,
OTU2282,Eukaryota,,,,,,
OTU2283,Eukaryota,,,,,,
OTU2284,Eukaryota,,,,,,
OTU2285,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,,
OTU2286,Eukaryota,,,,,,
OTU2287,Eukaryota,,,,,,
OTU2288,Eukaryota,,,,,,
OTU2289,Eukaryota,,,,,,
OTU229,Eukaryota,Oomycota,,Pythiales,Pythiaceae,Pythium,
OTU2290,Eukaryota,,,,,,
OTU2291,Eukaryota,,,,,,
OTU2292,Eukaryota,,,,,,
OTU2293,Eukaryota,,,,,,
OTU2294,Eukaryota,Oomycota,,Pythiales,Pythiaceae,Globisporangium,
OTU2295,Eukaryota,,,,,,
OTU2296,Eukaryota,,,,,,
OTU2297,Eukaryota,,,,,,
OTU2298,Eukaryota,,,,,,
OTU2299,Eukaryota,,,,,,
OTU23,Eukaryota,,,,,,
OTU230,Eukaryota,,,,,,
OTU2300,Eukaryota,,,,,,
OTU2301,Eukaryota,,,,,,
OTU2302,Eukaryota,,,,,,
OTU2303,Eukaryota,,,,,,
OTU2304,Eukaryota,,,,,,
OTU2305,Eukaryota,,,,,,
OTU2306,Eukaryota,,,,,,
OTU2307,Eukaryota,,,,,,
OTU2308,Eukaryota,,,,,,
OTU2309,Eukaryota,,,,,,
OTU231,Eukaryota,Oomycota,,Saprolegniales,Saprolegniaceae,Achlya_2,
OTU2310,Eukaryota,,,,,,
OTU2311,Eukaryota,,,,,,
OTU2312,Eukaryota,,,,,,
OTU2313,Eukaryota,,,,,,
OTU2314,Eukaryota,,,,,,
OTU2315,Eukaryota,,,,,,
OTU2316,Eukaryota,,,,,,
OTU2317,Eukaryota,,,,,,
OTU2318,Eukaryota,,,,,,
OTU2319,Eukaryota,,,,,,
OTU232,Eukaryota,,,,,,
OTU2320,Eukaryota,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon vinicolor
OTU2321,Eukaryota,,,,,,
OTU2322,Eukaryota,,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Planosiphon,Planosiphon_gracilis
OTU2323,Eukaryota,,,,,,
OTU2324,Eukaryota,,,,,,
OTU2325,Eukaryota,,,,,,
OTU2326,Eukaryota,,,,,,
OTU2327,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,
OTU2328,Eukaryota,,,,,,
OTU2329,Eukaryota,,,,,,
OTU233,Eukaryota,,,,,,
OTU2330,Eukaryota,,,,,,
OTU2331,Eukaryota,,,,,,
OTU2332,Eukaryota,,,,,,
OTU2333,Eukaryota,,,,,,
OTU2334,Eukaryota,,,,,,
OTU2335,Eukaryota,,,,,,
OTU2336,Eukaryota,,,,,,
OTU2337,Eukaryota,,,,,,
OTU2338,Eukaryota,,,,,,
OTU2339,Eukaryota,,,,,,
OTU234,Eukaryota,,,,,,
OTU2340,Eukaryota,,,,,,
OTU2341,Eukaryota,,,,,,
OTU2342,Eukaryota,,,,,,
OTU2343,Eukaryota,,,,,,
OTU2344,Eukaryota,,,,,,
OTU2345,Eukaryota,,,,,,
OTU2346,Eukaryota,,,,,,
OTU2347,Eukaryota,,,,,,
OTU2348,Eukaryota,,,,,,
OTU2349,Eukaryota,,,,,,
OTU235,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,,,
OTU2350,Eukaryota,,,,,,
OTU2351,Eukaryota,,,,,,
OTU2352,Eukaryota,,,,,,
OTU2353,Eukaryota,,,,,,
OTU2354,Eukaryota,,,,,,
OTU2355,Eukaryota,,,,,,
OTU2356,Eukaryota,,,,,,
OTU2357,Eukaryota,,,,,,
OTU2358,Eukaryota,,,,,,
OTU2359,Eukaryota,,,,,,
OTU236,Eukaryota,,,,,,
OTU2360,Eukaryota,,,,,,
OTU2361,Eukaryota,,,,,,
OTU2362,Eukaryota,,,,,,
OTU2363,Eukaryota,,,,,,
OTU2364,Eukaryota,,,,,,
OTU2365,Eukaryota,,,,,,
OTU2366,Eukaryota,,,,,,
OTU2367,Eukaryota,,,,,,
OTU2368,Eukaryota,,,,,,
OTU2369,Eukaryota,,,,,,
OTU237,Eukaryota,,,,,,
OTU2370,Eukaryota,,,,,,
OTU2371,Eukaryota,,,,,,
OTU2372,Eukaryota,,,,,,
OTU2373,Eukaryota,,,,,,
OTU2374,Eukaryota,,,,,,
OTU2375,Eukaryota,,,,,,
OTU2376,Eukaryota,,,,,,
OTU2377,Eukaryota,,,,,,
OTU2378,Eukaryota,,,,,,
OTU2379,Eukaryota,,,,,,
OTU238,Eukaryota,Streptophyta,,,,,
OTU2380,Eukaryota,,,,,,
OTU2381,Eukaryota,Chordata,,,,,
OTU2382,Eukaryota,,,,,,
OTU2383,Eukaryota,Discosea,Flabellinia,Dactylopodida,Paramoebidae,Korotnevella,
OTU2384,Eukaryota,,,,,,
OTU2385,Eukaryota,,,,,,
OTU2386,Eukaryota,Basidiomycota,Agaricomycetes,,,,
OTU2387,Eukaryota,,,,,,
OTU2388,Eukaryota,,,,,,
OTU2389,Eukaryota,Arthropoda,,,,,
OTU239,Eukaryota,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Auxenochlorella,Auxenochlorella protothecoides
OTU2390,Eukaryota,Arthropoda,Malacostraca,Cumacea,Nannastacidae,Campylaspis,Campylaspis horrida
OTU2391,Eukaryota,,,,,,
OTU2392,Eukaryota,,,,,,
OTU2393,Eukaryota,,,,,,
OTU2394,Eukaryota,,,,,,
OTU2395,Eukaryota,,,,,,
OTU2396,Eukaryota,Cnidaria,Anthozoa,Actiniaria,,,
OTU2397,Eukaryota,,,,,,
OTU2398,Eukaryota,,,,,,
OTU2399,Eukaryota,,,,,,
OTU24,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium
OTU240,Eukaryota,,,,,,
OTU2400,Eukaryota,,,,,,
OTU2401,Eukaryota,,,,,,
OTU2402,Eukaryota,,,,,,
OTU2403,Eukaryota,,,,,,
OTU2404,Eukaryota,,,,,,
OTU2405,Eukaryota,,,,,,
OTU2406,Eukaryota,,,,,,
OTU2407,Eukaryota,Arthropoda,Insecta,,,,
OTU2408,Eukaryota,,,,,,
OTU2409,Eukaryota,,,,,,
OTU241,Eukaryota,,,,,,
OTU2410,Eukaryota,,,,,,
OTU2411,Eukaryota,,,,,,
OTU2412,Eukaryota,,,,,,
OTU2413,Eukaryota,,,,,,
OTU2414,Eukaryota,,,,,,
OTU2415,Eukaryota,,,,,,
OTU2416,Eukaryota,,,,,,
OTU2417,Eukaryota,Mollusca,Gastropoda,,Melanopsidae,Melanopsis,
OTU2418,Eukaryota,,,,,,
OTU2419,Eukaryota,,,,,,
OTU242,Eukaryota,,,,,,
OTU2420,Eukaryota,,,,,,
OTU2421,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,,
OTU2422,Eukaryota,,,,,,
OTU2423,Eukaryota,,,,,,
OTU2424,Eukaryota,,,,,,
OTU2425,Eukaryota,,,,,,
OTU2426,Eukaryota,,,,,,
OTU2427,Eukaryota,,,,,,
OTU2428,Eukaryota,,,,,,
OTU2429,Eukaryota,,,,,,
OTU243,Eukaryota,,,,,,
OTU2430,Eukaryota,,,,,,
OTU2431,Eukaryota,,,,,,
OTU2432,Eukaryota,,,,,,
OTU2433,Eukaryota,,,,,,
OTU2434,Eukaryota,,,,,,
OTU2435,Eukaryota,,,,,,
OTU2436,Eukaryota,,,,,,
OTU2437,Eukaryota,,,,,,
OTU2438,Eukaryota,,,,,,
OTU2439,Eukaryota,,,,,,
OTU244,Eukaryota,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,,
OTU2440,Eukaryota,,,,,,
OTU2441,Eukaryota,,,,,,
OTU2442,Eukaryota,,,,,,
OTU2443,Eukaryota,Oomycota,,,,,
OTU2444,Eukaryota,,,,,,
OTU2445,Eukaryota,,,,,,
OTU2446,Eukaryota,,,,,,
OTU2447,Eukaryota,,,,,,
OTU2448,Eukaryota,Oomycota,,Pythiales,Pythiaceae,Pythium,
OTU2449,Eukaryota,,,,,,
OTU245,Eukaryota,,,,,,
OTU2450,Eukaryota,,,,,,
OTU2451,Eukaryota,,,,,,
OTU2452,Eukaryota,,,,,,
OTU2453,Eukaryota,,,,,,
OTU2454,Eukaryota,,,,,,
OTU2455,Eukaryota,,,,,,
OTU2456,Eukaryota,Discosea,,Longamoebia,Acanthamoebidae,Acanthamoeba,Acanthamoeba_tubiashi
OTU2457,Eukaryota,,,,,,
OTU2458,Eukaryota,,,,,,
OTU2459,Eukaryota,,,,,,
OTU246,Eukaryota,,,,,,
OTU2460,Eukaryota,,,,,,
OTU2461,Eukaryota,,,,,,
OTU2462,Eukaryota,,,,,,
OTU2463,Eukaryota,,,,,,
OTU2464,Eukaryota,,,,,,
OTU2465,Eukaryota,,,,,,
OTU2466,Eukaryota,,,,,,
OTU2467,Eukaryota,,,,,,
OTU2468,Eukaryota,,,,,,
OTU2469,Eukaryota,,,,,,
OTU247,Eukaryota,,,,,,
OTU2470,Eukaryota,,,,,,
OTU2471,Eukaryota,,,,,,
OTU2472,Eukaryota,,,,,,
